20190626 15:58:49;nieuws;mwage;DELETE1 Het nieuwsbericht met id 14 is verwijderd uit tabel nieuws
20191129 16:17:21;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:21;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:21;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:21;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:21;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:21;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:21;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:21;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:21;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:21;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:21;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:21;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:21;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:21;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:47;uren;demo2;UPDWEEK 001 Op refresh gedrukt POST(week): 201948
20191129 16:17:47;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:47;index;demo2;Totaal aantal rijen uit de select-query: 1
20191129 16:17:47;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:47;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:47;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:47;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:47;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:47;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:47;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:47;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:47;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:47;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:47;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:47;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:47;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:47;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:47;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:47;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:17:47;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:17:47;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:18:40;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:18:40;index;demo2;Totaal aantal rijen uit de select-query: 1
20191129 16:18:40;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:18:40;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:18:40;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:18:40;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:18:40;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:18:40;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:18:40;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:18:40;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:18:40;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:18:40;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:18:40;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:18:40;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:18:40;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:18:40;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:18:40;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:18:40;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:18:40;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:18:40;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:19:02;uren;demo2;UPDWEEK 001 Op refresh gedrukt POST(week): 201947
20191129 16:19:02;uren;demo2;UPDWEEK 001 Op refresh gedrukt POST(week): 201947
20191129 16:19:22;uren;demo2;UPDWEEK 001 Op refresh gedrukt POST(week): 201947
20191129 16:19:22;uren;demo2;BTNSAVE Controle of er al gegevens van jaar 2019 en week 47 zijn
20191129 16:19:22;uren;demo2;BTNSAVE Query: SELECT * FROM uren where user='demo2' AND week='47' AND jaar='2019'
20191129 16:19:22;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 47 voor het updaten van de betreffende week
20191129 16:19:22;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '47', '0', 'MIR000UU', '2019-11-18', '8', 'demo2')
20191129 16:19:22;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 47 voor het updaten van de betreffende week
20191129 16:19:22;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '47', '1', 'MIR000UU', '2019-11-19', '8', 'demo2')
20191129 16:19:22;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 47 voor het updaten van de betreffende week
20191129 16:19:22;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '47', '2', 'MIR000UU', '2019-11-20', '8', 'demo2')
20191129 16:19:22;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 47 voor het updaten van de betreffende week
20191129 16:19:22;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '47', '3', 'MIR001VL', '2019-11-21', '8', 'demo2')
20191129 16:19:22;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 47 voor het updaten van de betreffende week
20191129 16:19:22;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '47', '4', 'MIR001VL', '2019-11-22', '8', 'demo2')
20191129 16:19:25;uren;demo2;UPDWEEK 001 Op refresh gedrukt POST(week): 201947
20191129 16:19:25;uren;demo2;BTNSAVE Controle of er al gegevens van jaar 2019 en week 47 zijn
20191129 16:19:25;uren;demo2;BTNSAVE Query: SELECT * FROM uren where user='demo2' AND week='47' AND jaar='2019'
20191129 16:19:25;uren;demo2;BTNSAVE Records worden verwijderd van jaar 2019 en week 47 voor het updaten van de betreffende week
20191129 16:19:25;uren;demo2;BTNSAVE Query: DELETE FROM uren where user='demo2' AND week='47' AND jaar='2019'
20191129 16:19:25;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 47 voor het updaten van de betreffende week
20191129 16:19:25;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '47', '0', 'MIR000UU', '2019-11-18', '8.00', 'demo2')
20191129 16:19:25;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 47 voor het updaten van de betreffende week
20191129 16:19:25;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '47', '1', 'MIR000UU', '2019-11-19', '8.00', 'demo2')
20191129 16:19:25;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 47 voor het updaten van de betreffende week
20191129 16:19:25;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '47', '2', 'MIR000UU', '2019-11-20', '8.00', 'demo2')
20191129 16:19:25;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 47 voor het updaten van de betreffende week
20191129 16:19:25;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '47', '3', 'MIR001VL', '2019-11-21', '8.00', 'demo2')
20191129 16:19:25;uren;demo2;BTNSAVE Records worden toegevoegd van jaar 2019 en week 47 voor het updaten van de betreffende week
20191129 16:19:25;uren;demo2;BTNSAVE Query: INSERT INTO uren (jaar, week, dagnummer, soortuur, datum, uren, user)
                        values('2019', '47', '4', 'MIR001VL', '2019-11-22', '8.00', 'demo2')
20191129 16:19:25;uren;demo2;APPROVAL Week 2019 /  47 is aangeboden om approved te worden
20191129 16:19:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:25;index;demo2;Totaal aantal rijen uit de select-query: 1
20191129 16:19:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:25;index;demo2;Totaal aantal rijen uit de select-query: 1
20191129 16:19:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:19:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:19:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:19:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:19:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:19:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:19:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:19:25;index;demo2;Query: SELECT * FROM uren where user='demo2' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:25;index;demo2;Totaal aantal rijen uit de select-query: 0
20191129 16:19:30;logout;demo2;User is succesvol uitgelogd
20191129 16:19:36;login;mwage;User mwage is succesvol ingelogd.
20191129 16:19:36;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:36;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:19:36;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:36;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:19:36;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:36;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:19:36;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:36;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:19:36;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:36;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:19:36;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:36;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:19:36;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:36;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:19:36;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:36;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:19:36;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:36;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:19:36;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:19:36;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:25:46;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:25:46;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:25:46;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:25:46;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:25:46;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:25:46;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:25:46;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:25:46;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:25:46;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:25:46;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:25:46;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:25:46;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:25:46;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:25:46;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:25:46;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:25:46;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:25:46;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:25:46;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:25:46;index;mwage;Query: SELECT * FROM uren where user='mwage' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 16:25:46;index;mwage;Totaal aantal rijen uit de select-query: 0
20191129 16:38:32;uren;mwage;UPDWEEK 001 Op refresh gedrukt POST(week): 201947
20191129 16:38:39;uren;mwage;UPDWEEK 001 Op refresh gedrukt POST(week): 201916
20191129 19:31:13;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:31:14;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:31:14;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:31:14;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:31:14;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:31:14;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:31:14;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:31:14;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:31:14;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:31:14;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:31:14;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:31:14;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:31:14;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:31:14;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:31:14;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:31:14;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:31:14;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:31:14;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:31:14;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:31:14;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:33:47;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:33:47;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:33:47;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:33:47;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:33:47;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:33:47;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:33:47;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:33:47;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:33:47;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:33:47;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:33:47;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:33:47;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:33:47;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:33:47;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:33:48;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:33:48;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:33:48;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:33:48;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:33:48;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:33:48;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:45:30;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:45:30;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:45:30;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:45:30;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:45:30;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:45:30;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:45:30;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:45:30;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:45:30;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:45:30;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:45:30;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='43' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:45:30;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:45:30;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='42' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:45:30;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:45:30;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='41' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:45:30;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:45:30;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='40' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:45:30;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:45:30;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='39' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:45:30;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:47:00;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='48' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:47:00;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:47:00;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='47' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:47:00;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:47:00;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='46' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:47:00;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:47:00;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='45' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:47:00;index;;Totaal aantal rijen uit de select-query: 0
20191129 19:47:00;index;;Query: SELECT * FROM uren where user='' AND jaar='2019' AND week='44' GROUP BY user, jaar, week ORDER BY jaar desc , week desc , datum desc LIMIT 10
20191129 19:47:00;index;;Totaal aantal rijen uit de select-query: 0
